0.10104E-02 0.34582E-05 0.00000E+01 900120 0 0 19898 0.19700E+08 0.00000E+01 0.10104E-02 0.00000E+01 0.00000E+01 0
1 0.00099678 5.1088e-05 5.1253 0.23342 0.00099678
2 0.0010358 2.8264e-05 3.8589 0.17807 0.0010358
3 0.00099129 1.0175e-05 2.0529 0.056124 0.00099129
4 0.0010059 5.6812e-05 5.6479 0.28185 0.0010059
5 0.0010328 2.8648e-05 3.9228 0.22333 0.0010328
6 0.0010046 1.0445e-05 2.0794 0.053514 0.0010046
7 0.0010411 7.5983e-05 7.2986 0.41305 0.0010411
8 0.0010398 2.6445e-05 3.5967 0.16566 0.0010398
9 0.0010103 1.0069e-05 1.9933 0.06645 0.0010103
10 0.00099956 9.198e-05 9.2021 0.83547 0.00099956
11 0.0010535 2.694e-05 3.6166 0.20956 0.0010535
12 0.0010227 1.0866e-05 2.1249 0.070722 0.0010227
13 0.00096236 4.1016e-05 4.262 0.13352 0.00096236
14 0.0010002 2.1392e-05 3.0246 0.13455 0.0010002
15 0.0010267 1.103e-05 2.1486 0.065792 0.0010267
16 0.00091991 3.7289e-05 4.0535 0.13416 0.00091991
17 0.0010291 2.8254e-05 3.8828 0.21312 0.0010291
18 0.0010076 1.0406e-05 2.0655 0.062798 0.0010076
19 0.00099796 6.0844e-05 6.0968 0.27477 0.00099796
20 0.0009932 2.1369e-05 3.0427 0.14952 0.0009932
21 0.001011 1.0617e-05 2.1004 0.060125 0.001011
22 0.00098472 5.4215e-05 5.5056 0.1956 0.00098472
23 0.00097841 1.94e-05 2.8042 0.06342 0.00097841
24 0.0010253 1.1173e-05 2.1795 0.069058 0.0010253
25 0.0010409 6.5906e-05 6.3318 0.327 0.0010409
26 0.00099639 2.0579e-05 2.9209 0.10484 0.00099639
27 0.0010133 1.0568e-05 2.0859 0.061333 0.0010133
28 0.00091189 4.41e-05 4.836 0.14699 0.00091189
29 0.0010442 2.4972e-05 3.3821 0.12972 0.0010442
30 0.0010155 1.0959e-05 2.1584 0.059776 0.0010155
31 0.00095524 4.0629e-05 4.2533 0.16293 0.00095524
32 0.00097117 1.9888e-05 2.896 0.12085 0.00097117
33 0.0010036 1.0822e-05 2.1566 0.065218 0.0010036
34 0.00099713 5.0204e-05 5.0348 0.24276 0.00099713
35 0.00099785 2.0723e-05 2.9369 0.12789 0.00099785
36 0.0010166 1.067e-05 2.0991 0.065829 0.0010166
<lo_statistics>
<cumulated_time> 43.048564999999996 </cumulated_time>
</lo_statistics>
