0.10710E-02 0.35094E-05 0.00000E+01 900120 0 0 20265 0.18920E+08 0.00000E+01 0.10710E-02 0.00000E+01 0.00000E+01 0
1 0.0010664 5.1407e-05 4.8204 0.17601 0.0010664
2 0.0011254 3.1601e-05 3.9713 0.21224 0.0011254
3 0.00105 1.0318e-05 1.9653 0.06118 0.00105
4 0.0011345 6.7512e-05 5.9511 0.30154 0.0011345
5 0.0010901 3.0779e-05 3.9932 0.26992 0.0010901
6 0.001068 1.1165e-05 2.091 0.054572 0.001068
7 0.0011198 8.8692e-05 7.9203 0.58592 0.0011198
8 0.0011141 2.7624e-05 3.5065 0.18093 0.0011141
9 0.0010704 1.0787e-05 2.0156 0.08474 0.0010704
10 0.0011381 0.00011254 9.8886 1.0334 0.0011381
11 0.0011209 3.0158e-05 3.8051 0.25676 0.0011209
12 0.0010746 1.1106e-05 2.0671 0.062189 0.0010746
13 0.0010405 4.8411e-05 4.6527 0.25563 0.0010405
14 0.001053 2.1705e-05 2.915 0.13723 0.001053
15 0.0010826 1.1589e-05 2.1408 0.068373 0.0010826
16 0.00098344 4.1516e-05 4.2215 0.1755 0.00098344
17 0.0010652 2.6151e-05 3.4719 0.22209 0.0010652
18 0.0010708 1.0854e-05 2.0273 0.056343 0.0010708
19 0.0010588 6.2947e-05 5.9451 0.29682 0.0010588
20 0.0010594 2.4118e-05 3.2196 0.18552 0.0010594
21 0.001076 1.1335e-05 2.1069 0.065027 0.001076
22 0.0011031 7.8509e-05 7.1168 0.48483 0.0011031
23 0.0010803 2.2273e-05 2.9159 0.08476 0.0010803
24 0.0010746 1.1375e-05 2.1172 0.06398 0.0010746
25 0.0010564 6.5515e-05 6.2016 0.33784 0.0010564
26 0.0010348 2.0403e-05 2.7884 0.079656 0.0010348
27 0.0010645 1.134e-05 2.1304 0.06285 0.0010645
28 0.00096229 4.5474e-05 4.7256 0.17927 0.00096229
29 0.0010767 2.3849e-05 3.1326 0.13066 0.0010767
30 0.0010847 1.2262e-05 2.261 0.082651 0.0010847
31 0.001043 4.6366e-05 4.4453 0.18148 0.001043
32 0.001043 2.2228e-05 3.0141 0.12214 0.001043
33 0.0010742 1.2017e-05 2.2374 0.090059 0.0010742
34 0.0010744 5.6207e-05 5.2313 0.27171 0.0010744
35 0.0010655 2.3168e-05 3.0752 0.13216 0.0010655
36 0.0010721 1.0877e-05 2.0291 0.064215 0.0010721
<lo_statistics>
<cumulated_time> 38.57263999999999 </cumulated_time>
</lo_statistics>
